1:    0.958 0.042 1    
15:   0.331 0.669 1    
16:   0.931 0.069 1    
17:   0.772 0.228 1    
18:   0.790 0.210 1    
19:   0.254 0.746 1    
20:   0.545 0.455 1    
21:   0.850 0.150 1    
22:   0.398 0.602 1    
23:   0.086 0.914 1    
24:   0.045 0.955 1    
25:   0.943 0.057 1    
26:   0.081 0.919 1    
27:   0.961 0.039 1    
28:   0.522 0.478 1    
29:   0.113 0.887 1    
30:   0.426 0.574 1    
31:   0.764 0.236 1    
32:   0.434 0.566 1    
33:   0.438 0.562 1    
34:   0.628 0.372 1    
35:   0.661 0.339 1    
36:   0.046 0.954 1    
37:   0.826 0.174 1    
38:   0.071 0.929 1    
39:   0.655 0.345 1    
40:   0.925 0.075 1    
41:   0.175 0.825 1    
42:   0.706 0.294 1    
43:   0.032 0.968 1    
44:   0.077 0.923 1    
45:   0.924 0.076 1    
46:   0.113 0.887 1    
47:   0.896 0.104 1    
48:   0.085 0.915 1    
49:   0.412 0.588 1    
50:   0.830 0.170 1    
51:   0.620 0.380 1    
52:   0.902 0.098 1    
53:   0.202 0.798 1    
54:   0.675 0.325 1    
55:   0.850 0.150 1    
56:   0.140 0.860 1    
57:   0.038 0.962 1    
58:   0.029 0.971 1    
59:   0.049 0.951 1    
60:   0.103 0.897 1    
61:   0.968 0.032 1    
62:   0.030 0.970 1    
63:   0.928 0.072 1    
64:   0.326 0.674 1    
65:   0.365 0.635 1    
66:   0.871 0.129 1    
67:   0.145 0.855 1    
68:   0.041 0.959 1    
69:   0.982 0.018 1    
70:   0.023 0.977 1    
71:   0.078 0.922 1    
72:   0.133 0.867 1    
73:   0.944 0.056 1    
74:   0.857 0.143 1    
75:   0.954 0.046 1    
76:   0.097 0.903 1    
77:   0.091 0.909 1    
78:   0.898 0.102 1    
79:   0.946 0.054 1    
80:   0.031 0.969 1    
81:   0.631 0.369 1    
82:   0.857 0.143 1    
83:   0.108 0.892 1    
84:   0.326 0.674 1    
85:   0.790 0.210 1    
86:   0.208 0.792 1    
87:   0.107 0.893 1    
88:   0.140 0.860 1    
89:   0.938 0.062 1    
90:   0.065 0.935 1    
91:   0.954 0.046 1    
92:   0.144 0.856 1    
93:   0.344 0.656 1    
94:   0.780 0.220 1    
95:   0.155 0.845 1    
96:   0.789 0.211 1    
97:   0.058 0.942 1    
98:   0.664 0.336 1    
99:   0.491 0.509 1    
100:  0.961 0.039 1    
101:  0.059 0.941 1    
102:  0.431 0.569 1    
103:  0.079 0.921 1    
104:  0.960 0.040 1    
105:  0.970 0.030 1    
106:  0.286 0.714 1    
107:  0.872 0.128 1    
108:  0.972 0.028 1    
109:  0.912 0.088 1    
110:  0.314 0.686 1    
111:  0.953 0.047 1    
112:  0.849 0.151 1    
113:  0.187 0.813 1    
114:  0.755 0.245 1    
115:  0.954 0.046 1    
116:  0.913 0.087 1    
117:  0.047 0.953 1    
118:  0.916 0.084 1    
119:  0.894 0.106 1    
120:  0.193 0.807 1    
121:  0.037 0.963 1    
122:  0.183 0.817 1    
123:  0.040 0.960 1    
124:  0.042 0.958 1    
125:  0.389 0.611 1    
126:  0.107 0.893 1    
127:  0.220 0.780 1    
128:  0.934 0.066 1    
129:  0.180 0.820 1    
130:  0.176 0.824 1    
131:  0.193 0.807 1    
132:  0.373 0.627 1    
133:  0.945 0.055 1    
134:  0.107 0.893 1    
135:  0.098 0.902 1    
136:  0.728 0.272 1    
137:  0.357 0.643 1    
138:  0.871 0.129 1    
139:  0.910 0.090 1    
140:  0.041 0.959 1    
141:  0.365 0.635 1    
142:  0.936 0.064 1    
143:  0.145 0.855 1    
144:  0.130 0.870 1    
145:  0.107 0.893 1    
146:  0.117 0.883 1    
147:  0.210 0.790 1    
148:  0.045 0.955 1    
149:  0.854 0.146 1    
150:  0.512 0.488 1    
151:  0.955 0.045 1    
152:  0.031 0.969 1    
153:  0.965 0.035 1    
154:  0.288 0.712 1    
155:  0.057 0.943 1    
156:  0.331 0.669 1    
157:  0.192 0.808 1    
158:  0.317 0.683 1    
159:  0.765 0.235 1    
160:  0.928 0.072 1    
161:  0.931 0.069 1    
162:  0.065 0.935 1    
163:  0.256 0.744 1    
164:  0.926 0.074 1    
165:  0.397 0.603 1    
166:  0.807 0.193 1    
167:  0.514 0.486 1    
168:  0.538 0.462 1    
169:  0.951 0.049 1    
170:  0.625 0.375 1    
171:  0.105 0.895 1    
172:  0.956 0.044 1    
173:  0.954 0.046 1    
174:  0.491 0.509 1    
175:  0.214 0.786 1    
176:  0.770 0.230 1    
177:  0.312 0.688 1    
178:  0.905 0.095 1    
179:  0.806 0.194 1    
180:  0.832 0.168 1    
181:  0.433 0.567 1    
182:  0.922 0.078 1    
183:  0.957 0.043 1    
184:  0.545 0.455 1    
185:  0.793 0.207 1    
186:  0.792 0.208 1    
187:  0.037 0.963 1    
188:  0.966 0.034 1    
189:  0.366 0.634 1    
190:  0.273 0.727 1    
191:  0.914 0.086 1    
192:  0.537 0.463 1    
193:  0.606 0.394 1    
194:  0.095 0.905 1    
195:  0.895 0.105 1    
196:  0.794 0.206 1    
197:  0.120 0.880 1    
198:  0.929 0.071 1    
199:  0.134 0.866 1    
200:  0.887 0.113 1    
201:  0.948 0.052 1    
202:  0.087 0.913 1    
203:  0.057 0.943 1    
204:  0.261 0.739 1    
205:  0.049 0.951 1    
206:  0.051 0.949 1    
207:  0.893 0.107 1    
208:  0.927 0.073 1    
209:  0.886 0.114 1    
210:  0.181 0.819 1    
211:  0.933 0.067 1    
212:  0.945 0.055 1    
213:  0.200 0.800 1    
214:  0.034 0.966 1    
215:  0.909 0.091 1    
216:  0.927 0.073 1    
217:  0.146 0.854 1    
218:  0.107 0.893 1    
219:  0.972 0.028 1    
220:  0.223 0.777 1    
221:  0.052 0.948 1    
222:  0.328 0.672 1    
223:  0.053 0.947 1    
224:  0.530 0.470 1    
225:  0.850 0.150 1    
226:  0.732 0.268 1    
227:  0.038 0.962 1    
228:  0.112 0.888 1    
229:  0.900 0.100 1    
230:  0.607 0.393 1    
231:  0.955 0.045 1    
232:  0.733 0.267 1    
233:  0.947 0.053 1    
234:  0.936 0.064 1    
235:  0.753 0.247 1    
236:  0.065 0.935 1    
237:  0.912 0.088 1    
238:  0.077 0.923 1    
239:  0.696 0.304 1    
240:  0.188 0.812 1    
241:  0.448 0.552 1    
242:  0.855 0.145 1    
243:  0.322 0.678 1    
244:  0.038 0.962 1    
245:  0.971 0.029 1    
246:  0.699 0.301 1    
247:  0.756 0.244 1    
248:  0.807 0.193 1    
249:  0.911 0.089 1    
250:  0.698 0.302 1    
251:  0.959 0.041 1    
252:  0.145 0.855 1    
253:  0.035 0.965 1    
254:  0.212 0.788 1    
255:  0.610 0.390 1    
256:  0.042 0.958 1    
257:  0.926 0.074 1    
258:  0.961 0.039 1    
259:  0.975 0.025 1    
260:  0.200 0.800 1    
261:  0.073 0.927 1    
262:  0.099 0.901 1    
263:  0.114 0.886 1    
264:  0.042 0.958 1    
265:  0.540 0.460 1    
266:  0.528 0.472 1    
267:  0.941 0.059 1    
268:  0.885 0.115 1    
269:  0.874 0.126 1    
270:  0.881 0.119 1    
271:  0.046 0.954 1    
272:  0.127 0.873 1    
273:  0.919 0.081 1    
274:  0.923 0.077 1    
275:  0.623 0.377 1    
276:  0.447 0.553 1    
277:  0.064 0.936 1    
278:  0.561 0.439 1    
279:  0.168 0.832 1    
280:  0.171 0.829 1    
281:  0.959 0.041 1    
282:  0.040 0.960 1    
283:  0.377 0.623 1    
284:  0.705 0.295 1    
285:  0.533 0.467 1    
286:  0.314 0.686 1    
287:  0.054 0.946 1    
288:  0.103 0.897 1    
289:  0.870 0.130 1    
290:  0.050 0.950 1    
291:  0.029 0.971 1    
292:  0.661 0.339 1    
293:  0.966 0.034 1    
294:  0.089 0.911 1    
295:  0.132 0.868 1    
296:  0.050 0.950 1    
297:  0.177 0.823 1    
298:  0.971 0.029 1    
299:  0.518 0.482 1    
300:  0.965 0.035 1    
301:  0.298 0.702 1    
302:  0.956 0.044 1    
303:  0.049 0.951 1    
304:  0.732 0.268 1    
305:  0.707 0.293 1    
306:  0.621 0.379 1    
307:  0.276 0.724 1    
308:  0.737 0.263 1    
309:  0.496 0.504 1    
310:  0.959 0.041 1    
311:  0.931 0.069 1    
312:  0.957 0.043 1    
313:  0.108 0.892 1    
314:  0.888 0.112 1    
315:  0.949 0.051 1    
316:  0.926 0.074 1    
317:  0.954 0.046 1    
318:  0.912 0.088 1    
319:  0.968 0.032 1    
320:  0.933 0.067 1    
321:  0.220 0.780 1    
322:  0.849 0.151 1    
323:  0.113 0.887 1    
324:  0.950 0.050 1    
325:  0.939 0.061 1    
326:  0.102 0.898 1    
327:  0.807 0.193 1    
328:  0.091 0.909 1    
329:  0.104 0.896 1    
330:  0.063 0.937 1    
331:  0.881 0.119 1    
332:  0.057 0.943 1    
333:  0.845 0.155 1    
334:  0.938 0.062 1    
335:  0.959 0.041 1    
336:  0.120 0.880 1    
337:  0.786 0.214 1    
338:  0.105 0.895 1    
339:  0.930 0.070 1    
340:  0.086 0.914 1    
341:  0.073 0.927 1    
342:  0.071 0.929 1    
343:  0.958 0.042 1    
344:  0.508 0.492 1    
345:  0.936 0.064 1    
346:  0.933 0.067 1    
347:  0.833 0.167 1    
348:  0.871 0.129 1    
349:  0.911 0.089 1    
350:  0.908 0.092 1    
351:  0.153 0.847 1    
352:  0.046 0.954 1    
353:  0.920 0.080 1    
354:  0.722 0.278 1    
355:  0.637 0.363 1    
356:  0.945 0.055 1    
357:  0.072 0.928 1    
358:  0.848 0.152 1    
359:  0.500 0.500 1    
360:  0.093 0.907 1    
361:  0.689 0.311 1    
362:  0.089 0.911 1    
363:  0.043 0.957 1    
364:  0.338 0.662 1    
365:  0.876 0.124 1    
366:  0.598 0.402 1    
367:  0.694 0.306 1    
368:  0.290 0.710 1    
369:  0.050 0.950 1    
370:  0.720 0.280 1    
371:  0.072 0.928 1    
372:  0.064 0.936 1    
373:  0.438 0.562 1    
374:  0.900 0.100 1    
375:  0.043 0.957 1    
376:  0.896 0.104 1    
377:  0.887 0.113 1    
378:  0.922 0.078 1    
379:  0.881 0.119 1    
380:  0.458 0.542 1    
381:  0.333 0.667 1    
382:  0.132 0.868 1    
383:  0.052 0.948 1    
384:  0.763 0.237 1    
385:  0.963 0.037 1    
386:  0.103 0.897 1    
387:  0.031 0.969 1    
388:  0.353 0.647 1    
389:  0.649 0.351 1    
390:  0.062 0.938 1    
391:  0.790 0.210 1    
392:  0.229 0.771 1    
393:  0.509 0.491 1    
394:  0.935 0.065 1    
395:  0.074 0.926 1    
396:  0.347 0.653 1    
397:  0.049 0.951 1    
398:  0.510 0.490 1    
399:  0.064 0.936 1    
400:  0.107 0.893 1    
401:  0.060 0.940 1    
402:  0.919 0.081 1    
403:  0.550 0.450 1    
404:  0.868 0.132 1    
405:  0.910 0.090 1    
406:  0.100 0.900 1    
407:  0.058 0.942 1    
408:  0.859 0.141 1    
409:  0.386 0.614 1    
410:  0.036 0.964 1    
411:  0.118 0.882 1    
412:  0.819 0.181 1    
413:  0.719 0.281 1    
414:  0.528 0.472 1    
415:  0.914 0.086 1    
416:  0.922 0.078 1    
417:  0.078 0.922 1    
418:  0.211 0.789 1    
419:  0.237 0.763 1    
420:  0.091 0.909 1    
421:  0.688 0.312 1    
422:  0.544 0.456 1    
423:  0.033 0.967 1    
424:  0.944 0.056 1    
425:  0.085 0.915 1    
426:  0.635 0.365 1    
427:  0.248 0.752 1    
428:  0.070 0.930 1    
429:  0.041 0.959 1    
430:  0.946 0.054 1    
431:  0.213 0.787 1    
432:  0.935 0.065 1    
433:  0.129 0.871 1    
434:  0.934 0.066 1    
435:  0.800 0.200 1    
436:  0.200 0.800 1    
437:  0.891 0.109 1    
438:  0.922 0.078 1    
439:  0.148 0.852 1    
440:  0.947 0.053 1    
441:  0.839 0.161 1    
442:  0.426 0.574 1    
443:  0.074 0.926 1    
444:  0.079 0.921 1    
445:  0.130 0.870 1    
446:  0.949 0.051 1    
447:  0.094 0.906 1    
448:  0.878 0.122 1    
449:  0.956 0.044 1    
450:  0.937 0.063 1    
451:  0.949 0.051 1    
452:  0.057 0.943 1    
453:  0.927 0.073 1    
454:  0.900 0.100 1    
455:  0.062 0.938 1    
456:  0.909 0.091 1    
457:  0.907 0.093 1    
458:  0.063 0.937 1    
459:  0.906 0.094 1    
460:  0.034 0.966 1    
461:  0.939 0.061 1    
462:  0.927 0.073 1    
463:  0.927 0.073 1    
464:  0.077 0.923 1    
465:  0.950 0.050 1    
466:  0.055 0.945 1    
467:  0.084 0.916 1    
468:  0.158 0.842 1    
469:  0.027 0.973 1    
470:  0.921 0.079 1    
471:  0.184 0.816 1    
472:  0.166 0.834 1    
473:  0.096 0.904 1    
474:  0.039 0.961 1    
475:  0.316 0.684 1    
476:  0.954 0.046 1    
477:  0.249 0.751 1    
478:  0.926 0.074 1    
479:  0.070 0.930 1    
480:  0.126 0.874 1    
481:  0.759 0.241 1    
482:  0.919 0.081 1    
483:  0.132 0.868 1    
484:  0.046 0.954 1    
485:  0.042 0.958 1    
486:  0.922 0.078 1    
487:  0.069 0.931 1    
488:  0.073 0.927 1    
489:  0.856 0.144 1    
490:  0.778 0.222 1    
491:  0.130 0.870 1    
492:  0.054 0.946 1    
           
           
1:    0.042 0.958 1    
2:    0.726 0.274 1    
3:    0.945 0.055 1    
4:    0.048 0.952 1    
5:    0.109 0.891 1    
6:    0.941 0.059 1    
7:    0.754 0.246 1    
8:    0.043 0.957 1    
9:    0.962 0.038 1    
10:   0.065 0.935 1    
11:   0.074 0.926 1    
12:   0.407 0.593 1    
13:   0.097 0.903 1    
14:   0.681 0.319 1    
15:   0.675 0.325 1    
16:   0.068 0.932 1    
17:   0.212 0.788 1    
18:   0.203 0.797 1    
19:   0.733 0.267 1    
20:   0.449 0.551 1    
21:   0.154 0.846 1    
22:   0.609 0.391 1    
23:   0.920 0.080 1    
24:   0.954 0.046 1    
25:   0.056 0.944 1    
26:   0.926 0.074 1    
27:   0.038 0.962 1    
28:   0.483 0.517 1    
29:   0.883 0.117 1    
30:   0.590 0.410 1    
31:   0.237 0.763 1    
32:   0.567 0.433 1    
33:   0.563 0.437 1    
34:   0.368 0.632 1    
35:   0.341 0.659 1    
36:   0.956 0.044 1    
37:   0.165 0.835 1    
38:   0.932 0.068 1    
39:   0.334 0.666 1    
40:   0.078 0.922 1    
41:   0.843 0.157 1    
42:   0.282 0.718 1    
43:   0.970 0.030 1    
44:   0.926 0.074 1    
45:   0.073 0.927 1    
46:   0.882 0.118 1    
47:   0.092 0.908 1    
48:   0.918 0.082 1    
49:   0.611 0.389 1    
50:   0.179 0.821 1    
51:   0.378 0.622 1    
52:   0.099 0.901 1    
53:   0.813 0.187 1    
54:   0.327 0.673 1    
55:   0.142 0.858 1    
56:   0.857 0.143 1    
57:   0.964 0.036 1    
58:   0.970 0.030 1    
59:   0.954 0.046 1    
60:   0.898 0.102 1    
61:   0.030 0.970 1    
62:   0.972 0.028 1    
63:   0.072 0.928 1    
64:   0.687 0.313 1    
65:   0.654 0.346 1    
66:   0.127 0.873 1    
67:   0.851 0.149 1    
68:   0.960 0.040 1    
69:   0.017 0.983 1    
70:   0.979 0.021 1    
71:   0.927 0.073 1    
72:   0.874 0.126 1    
73:   0.052 0.948 1    
74:   0.159 0.841 1    
75:   0.048 0.952 1    
76:   0.899 0.101 1    
77:   0.905 0.095 1    
78:   0.094 0.906 1    
79:   0.051 0.949 1    
80:   0.969 0.031 1    
81:   0.361 0.639 1    
82:   0.146 0.854 1    
83:   0.905 0.095 1    
84:   0.674 0.326 1    
85:   0.198 0.802 1    
86:   0.791 0.209 1    
87:   0.894 0.106 1    
88:   0.857 0.143 1    
89:   0.057 0.943 1    
90:   0.932 0.068 1    
91:   0.046 0.954 1    
92:   0.853 0.147 1    
93:   0.673 0.327 1    
94:   0.215 0.785 1    
95:   0.843 0.157 1    
96:   0.202 0.798 1    
97:   0.944 0.056 1    
98:   0.341 0.659 1    
99:   0.521 0.479 1    
100:  0.037 0.963 1    
101:  0.940 0.060 1    
102:  0.585 0.415 1    
103:  0.921 0.079 1    
104:  0.042 0.958 1    
105:  0.029 0.971 1    
106:  0.733 0.267 1    
107:  0.126 0.874 1    
108:  0.027 0.973 1    
109:  0.084 0.916 1    
110:  0.664 0.336 1    
111:  0.044 0.956 1    
112:  0.142 0.858 1    
113:  0.816 0.184 1    
114:  0.239 0.761 1    
115:  0.042 0.958 1    
116:  0.080 0.920 1    
117:  0.955 0.045 1    
118:  0.086 0.914 1    
119:  0.103 0.897 1    
120:  0.829 0.171 1    
121:  0.964 0.036 1    
122:  0.827 0.173 1    
123:  0.959 0.041 1    
124:  0.955 0.045 1    
125:  0.621 0.379 1    
126:  0.894 0.106 1    
127:  0.782 0.218 1    
128:  0.065 0.935 1    
129:  0.824 0.176 1    
130:  0.812 0.188 1    
131:  0.807 0.193 1    
132:  0.643 0.357 1    
133:  0.056 0.944 1    
134:  0.908 0.092 1    
135:  0.901 0.099 1    
136:  0.260 0.740 1    
137:  0.650 0.350 1    
138:  0.139 0.861 1    
139:  0.090 0.910 1    
140:  0.957 0.043 1    
141:  0.644 0.356 1    
142:  0.064 0.936 1    
143:  0.863 0.137 1    
144:  0.864 0.136 1    
145:  0.891 0.109 1    
146:  0.894 0.106 1    
147:  0.790 0.210 1    
148:  0.953 0.047 1    
149:  0.151 0.849 1    
150:  0.477 0.523 1    
151:  0.041 0.959 1    
152:  0.970 0.030 1    
153:  0.038 0.962 1    
154:  0.724 0.276 1    
155:  0.943 0.057 1    
156:  0.670 0.330 1    
157:  0.819 0.181 1    
158:  0.669 0.331 1    
159:  0.231 0.769 1    
160:  0.072 0.928 1    
161:  0.061 0.939 1    
162:  0.937 0.063 1    
163:  0.752 0.248 1    
164:  0.071 0.929 1    
165:  0.584 0.416 1    
166:  0.208 0.792 1    
167:  0.494 0.506 1    
168:  0.461 0.539 1    
169:  0.044 0.956 1    
170:  0.370 0.630 1    
171:  0.896 0.104 1    
172:  0.044 0.956 1    
173:  0.051 0.949 1    
174:  0.504 0.496 1    
175:  0.786 0.214 1    
176:  0.235 0.765 1    
177:  0.704 0.296 1    
178:  0.098 0.902 1    
179:  0.192 0.808 1    
180:  0.157 0.843 1    
181:  0.576 0.424 1    
182:  0.078 0.922 1    
183:  0.042 0.958 1    
184:  0.457 0.543 1    
185:  0.204 0.796 1    
186:  0.214 0.786 1    
187:  0.967 0.033 1    
188:  0.033 0.967 1    
189:  0.636 0.364 1    
190:  0.732 0.268 1    
191:  0.088 0.912 1    
192:  0.481 0.519 1    
193:  0.384 0.616 1    
194:  0.906 0.094 1    
195:  0.109 0.891 1    
196:  0.216 0.784 1    
197:  0.887 0.113 1    
198:  0.071 0.929 1    
199:  0.857 0.143 1    
200:  0.108 0.892 1    
201:  0.064 0.936 1    
202:  0.906 0.094 1    
203:  0.949 0.051 1    
204:  0.745 0.255 1    
205:  0.950 0.050 1    
206:  0.947 0.053 1    
207:  0.113 0.887 1    
208:  0.071 0.929 1    
209:  0.112 0.888 1    
210:  0.806 0.194 1    
211:  0.069 0.931 1    
212:  0.052 0.948 1    
213:  0.800 0.200 1    
214:  0.966 0.034 1    
215:  0.086 0.914 1    
216:  0.066 0.934 1    
217:  0.845 0.155 1    
218:  0.891 0.109 1    
219:  0.030 0.970 1    
220:  0.796 0.204 1    
221:  0.949 0.051 1    
222:  0.684 0.316 1    
223:  0.949 0.051 1    
224:  0.465 0.535 1    
225:  0.144 0.856 1    
226:  0.274 0.726 1    
227:  0.965 0.035 1    
228:  0.888 0.112 1    
229:  0.105 0.895 1    
230:  0.388 0.612 1    
231:  0.042 0.958 1    
232:  0.256 0.744 1    
233:  0.064 0.936 1    
234:  0.059 0.941 1    
235:  0.220 0.780 1    
236:  0.940 0.060 1    
237:  0.088 0.912 1    
238:  0.918 0.082 1    
239:  0.317 0.683 1    
240:  0.807 0.193 1    
241:  0.554 0.446 1    
242:  0.139 0.861 1    
243:  0.659 0.341 1    
244:  0.960 0.040 1    
245:  0.026 0.974 1    
246:  0.311 0.689 1    
247:  0.249 0.751 1    
248:  0.198 0.802 1    
249:  0.092 0.908 1    
250:  0.305 0.695 1    
251:  0.043 0.957 1    
252:  0.866 0.134 1    
253:  0.969 0.031 1    
254:  0.796 0.204 1    
255:  0.381 0.619 1    
256:  0.956 0.044 1    
257:  0.073 0.927 1    
258:  0.037 0.963 1    
259:  0.025 0.975 1    
260:  0.805 0.195 1    
261:  0.932 0.068 1    
262:  0.897 0.103 1    
263:  0.886 0.114 1    
264:  0.962 0.038 1    
265:  0.458 0.542 1    
266:  0.467 0.533 1    
267:  0.059 0.941 1    
268:  0.110 0.890 1    
269:  0.123 0.877 1    
270:  0.113 0.887 1    
271:  0.957 0.043 1    
272:  0.870 0.130 1    
273:  0.076 0.924 1    
274:  0.074 0.926 1    
275:  0.383 0.617 1    
276:  0.563 0.437 1    
277:  0.933 0.067 1    
278:  0.437 0.563 1    
279:  0.836 0.164 1    
280:  0.834 0.166 1    
281:  0.039 0.961 1    
282:  0.958 0.042 1    
283:  0.628 0.372 1    
284:  0.312 0.688 1    
285:  0.464 0.536 1    
286:  0.668 0.332 1    
287:  0.950 0.050 1    
288:  0.893 0.107 1    
289:  0.149 0.851 1    
290:  0.950 0.050 1    
291:  0.970 0.030 1    
292:  0.328 0.672 1    
293:  0.035 0.965 1    
294:  0.914 0.086 1    
295:  0.874 0.126 1    
296:  0.952 0.048 1    
297:  0.818 0.182 1    
298:  0.026 0.974 1    
299:  0.488 0.512 1    
300:  0.035 0.965 1    
301:  0.706 0.294 1    
302:  0.045 0.955 1    
303:  0.949 0.051 1    
304:  0.285 0.715 1    
305:  0.306 0.694 1    
306:  0.400 0.600 1    
307:  0.738 0.262 1    
308:  0.270 0.730 1    
309:  0.513 0.487 1    
310:  0.040 0.960 1    
311:  0.067 0.933 1    
312:  0.045 0.955 1    
313:  0.896 0.104 1    
314:  0.109 0.891 1    
315:  0.052 0.948 1    
316:  0.076 0.924 1    
317:  0.044 0.956 1    
318:  0.089 0.911 1    
319:  0.031 0.969 1    
320:  0.063 0.937 1    
321:  0.767 0.233 1    
322:  0.168 0.832 1    
323:  0.896 0.104 1    
324:  0.051 0.949 1    
325:  0.057 0.943 1    
326:  0.898 0.102 1    
327:  0.195 0.805 1    
328:  0.906 0.094 1    
329:  0.895 0.105 1    
330:  0.936 0.064 1    
331:  0.132 0.868 1    
332:  0.946 0.054 1    
333:  0.149 0.851 1    
334:  0.057 0.943 1    
335:  0.040 0.960 1    
336:  0.888 0.112 1    
337:  0.206 0.794 1    
338:  0.900 0.100 1    
339:  0.067 0.933 1    
340:  0.921 0.079 1    
341:  0.931 0.069 1    
342:  0.926 0.074 1    
343:  0.038 0.962 1    
344:  0.506 0.494 1    
345:  0.059 0.941 1    
346:  0.062 0.938 1    
347:  0.172 0.828 1    
348:  0.138 0.862 1    
349:  0.088 0.912 1    
350:  0.096 0.904 1    
351:  0.841 0.159 1    
352:  0.954 0.046 1    
353:  0.079 0.921 1    
354:  0.282 0.718 1    
355:  0.390 0.610 1    
356:  0.053 0.947 1    
357:  0.930 0.070 1    
358:  0.149 0.851 1    
359:  0.492 0.508 1    
360:  0.907 0.093 1    
361:  0.302 0.698 1    
362:  0.915 0.085 1    
363:  0.960 0.040 1    
364:  0.652 0.348 1    
365:  0.135 0.865 1    
366:  0.386 0.614 1    
367:  0.328 0.672 1    
368:  0.707 0.293 1    
369:  0.951 0.049 1    
370:  0.296 0.704 1    
371:  0.928 0.072 1    
372:  0.937 0.063 1    
373:  0.556 0.444 1    
374:  0.102 0.898 1    
375:  0.963 0.037 1    
376:  0.094 0.906 1    
377:  0.110 0.890 1    
378:  0.072 0.928 1    
379:  0.123 0.877 1    
380:  0.551 0.449 1    
381:  0.670 0.330 1    
382:  0.870 0.130 1    
383:  0.951 0.049 1    
384:  0.234 0.766 1    
385:  0.037 0.963 1    
386:  0.900 0.100 1    
387:  0.969 0.031 1    
388:  0.650 0.350 1    
389:  0.355 0.645 1    
390:  0.934 0.066 1    
391:  0.242 0.758 1    
392:  0.777 0.223 1    
393:  0.485 0.515 1    
394:  0.070 0.930 1    
395:  0.928 0.072 1    
396:  0.664 0.336 1    
397:  0.953 0.047 1    
398:  0.469 0.531 1    
399:  0.936 0.064 1    
400:  0.892 0.108 1    
401:  0.937 0.063 1    
402:  0.075 0.925 1    
403:  0.443 0.557 1    
404:  0.159 0.841 1    
405:  0.086 0.914 1    
406:  0.898 0.102 1    
407:  0.944 0.056 1    
408:  0.151 0.849 1    
409:  0.624 0.376 1    
410:  0.963 0.037 1    
411:  0.884 0.116 1    
412:  0.190 0.810 1    
413:  0.293 0.707 1    
414:  0.473 0.527 1    
415:  0.080 0.920 1    
416:  0.078 0.922 1    
417:  0.922 0.078 1    
418:  0.794 0.206 1    
419:  0.750 0.250 1    
420:  0.913 0.087 1    
421:  0.300 0.700 1    
422:  0.447 0.553 1    
423:  0.972 0.028 1    
424:  0.051 0.949 1    
425:  0.919 0.081 1    
426:  0.357 0.643 1    
427:  0.760 0.240 1    
428:  0.926 0.074 1    
429:  0.959 0.041 1    
430:  0.055 0.945 1    
431:  0.800 0.200 1    
432:  0.063 0.937 1    
433:  0.871 0.129 1    
434:  0.064 0.936 1    
435:  0.230 0.770 1    
436:  0.807 0.193 1    
437:  0.106 0.894 1    
438:  0.075 0.925 1    
439:  0.841 0.159 1    
440:  0.051 0.949 1    
441:  0.156 0.844 1    
442:  0.592 0.408 1    
443:  0.924 0.076 1    
444:  0.921 0.079 1    
445:  0.877 0.123 1    
446:  0.050 0.950 1    
447:  0.903 0.097 1    
448:  0.113 0.887 1    
449:  0.041 0.959 1    
450:  0.057 0.943 1    
451:  0.053 0.947 1    
452:  0.947 0.053 1    
453:  0.071 0.929 1    
454:  0.118 0.882 1    
455:  0.942 0.058 1    
456:  0.086 0.914 1    
457:  0.093 0.907 1    
458:  0.941 0.059 1    
459:  0.094 0.906 1    
460:  0.964 0.036 1    
461:  0.065 0.935 1    
462:  0.071 0.929 1    
463:  0.077 0.923 1    
464:  0.915 0.085 1    
465:  0.046 0.954 1    
466:  0.949 0.051 1    
467:  0.920 0.080 1    
468:  0.852 0.148 1    
469:  0.974 0.026 1    
470:  0.080 0.920 1    
471:  0.823 0.177 1    
472:  0.839 0.161 1    
473:  0.900 0.100 1    
474:  0.959 0.041 1    
475:  0.696 0.304 1    
476:  0.044 0.956 1    
477:  0.755 0.245 1    
478:  0.079 0.921 1    
479:  0.933 0.067 1    
480:  0.859 0.141 1    
481:  0.231 0.769 1    
482:  0.084 0.916 1    
483:  0.863 0.137 1    
484:  0.952 0.048 1    
485:  0.957 0.043 1    
486:  0.073 0.927 1    
487:  0.928 0.072 1    
488:  0.924 0.076 1    
489:  0.165 0.835 1    
490:  0.256 0.744 1    
491:  0.870 0.130 1    
492:  0.942 0.058 1    
           
           
1:    0.932 0.068 1    
2:    0.299 0.701 1    
3:    0.061 0.939 1    
4:    0.911 0.089 1    
5:    0.842 0.158 1    
6:    0.070 0.930 1    
7:    0.257 0.743 1    
8:    0.928 0.072 1    
9:    0.042 0.958 1    
10:   0.889 0.111 1    
11:   0.918 0.082 1    
12:   0.583 0.417 1    
13:   0.891 0.109 1    
14:   0.315 0.685 1    
15:   0.339 0.661 1    
16:   0.918 0.082 1    
17:   0.774 0.226 1    
18:   0.764 0.236 1    
19:   0.238 0.762 1    
20:   0.494 0.506 1    
21:   0.800 0.200 1    
22:   0.406 0.594 1    
23:   0.120 0.880 1    
24:   0.066 0.934 1    
25:   0.933 0.067 1    
26:   0.105 0.895 1    
27:   0.933 0.067 1    
28:   0.546 0.454 1    
